open,close,high,low
101.47500000000001,100.6575,101.98499999999999,99.07499999999999
100.83,108.405,110.6175,100.5
108.0,104.25,110.1975,100.53750000000001
104.25,87.74249999999999,104.91749999999999,80.78999999999999
87.285,78.9075,94.19999999999999,69.21000000000001
79.6875,73.3125,81.0975,59.324999999999996
73.57499999999999,84.375,86.25,69.375
84.67500000000001,86.9325,89.1,80.355
86.985,84.225,93.495,79.98
84.1875,83.625,85.08,73.275
82.19999999999999,85.1775,86.83500000000001,82.19999999999999
84.9,84.5025,85.095,81.94500000000001
84.6,87.9,91.5,83.6625
88.275,86.42999999999999,89.01,84.75750000000001
86.73,86.25,88.0875,85.08
86.115,88.485,89.025,85.875
88.485,83.625,89.85,82.6875
83.55000000000001,85.66499999999999,86.8575,77.625
85.66499999999999,89.07000000000001,89.07000000000001,84.15
88.6575,92.265,93.975,87.4275
92.625,92.625,93.9375,91.725
92.4075,91.49249999999999,93.375,89.6775
91.875,91.5,92.715,90.09
91.515,92.16,92.25,90.9075
92.1675,92.9175,93.0,91.5
92.85,95.025,95.1975,92.32499999999999
94.725,99.89999999999999,100.38749999999999,94.28999999999999
99.82499999999999,98.98499999999999,99.91499999999999,96.67500000000001
98.9925,100.10999999999999,102.0,97.965
100.125,97.3125,101.60249999999999,93.525
97.32750000000001,96.75,97.935,94.19999999999999
96.75,99.22500000000001,99.4425,95.745
99.1875,96.60000000000001,99.1875,95.25
96.60000000000001,96.75,97.42500000000001,94.80000000000001
96.6075,96.97500000000001,97.33500000000001,95.4
96.97500000000001,91.7175,97.05000000000001,86.2875
91.875,91.66499999999999,91.875,87.0
90.55499999999999,91.065,92.88,89.32499999999999
91.05000000000001,91.23750000000001,92.60249999999999,89.92500000000001
91.42500000000001,88.5,92.32499999999999,87.9375
89.22749999999999,83.625,89.25,79.815
83.25,81.225,83.565,80.475
80.9175,75.0,81.74249999999999,66.375
75.33,79.76249999999999,82.57499999999999,71.25
79.76249999999999,81.67500000000001,82.19999999999999,78.0
81.75,81.11250000000001,83.8425,80.0475
81.58500000000001,78.0,82.725,75.39750000000001
77.9625,74.985,78.525,73.5
75.0,74.99249999999999,77.775,73.5
74.85,74.63250000000001,76.19999999999999,74.2125
74.92500000000001,76.275,76.6575,74.25
76.4625,80.55000000000001,83.3325,75.77250000000001
80.2875,81.1875,82.66499999999999,79.3125
81.1875,82.61250000000001,85.725,80.625
83.4675,82.125,86.24249999999999,80.7675
82.125,81.225,82.47,80.63250000000001
81.15,80.69999999999999,81.6,79.6725
80.92500000000001,77.05499999999999,81.2475,75.735
76.5675,77.9625,79.85249999999999,75.75750000000001
77.4975,78.0,79.11749999999999,77.0925
78.0,76.08,78.0,75.82499999999999
76.30499999999999,70.98750000000001,76.30499999999999,69.2475
70.995,71.24249999999999,74.99249999999999,69.75
71.25,72.4575,73.59,70.66499999999999
73.13250000000001,66.0375,73.245,64.725
66.0375,67.5975,69.225,65.63250000000001
67.8075,58.1475,68.235,57.735
59.167500000000004,60.3975,62.332499999999996,54.0
59.99249999999999,51.322500000000005,60.0,49.1475
51.375,52.71,56.25,50.114999999999995
51.5625,55.92,55.92,49.965
57.375,57.39,60.0,54.449999999999996
57.0,57.5175,58.724999999999994,54.39
57.54,65.07000000000001,65.25,57.150000000000006
66.0,66.735,67.71000000000001,63.81
66.735,70.1925,78.0,66.1275
70.49249999999999,73.5975,73.6875,66.045
74.025,71.0175,74.025,69.645
70.2075,73.80000000000001,76.42500000000001,69.8325
74.1675,73.0875,74.895,72.105
72.5325,73.875,74.97749999999999,72.135
73.875,67.935,74.1,64.65
67.5525,69.1275,71.4,65.85
69.0,67.0425,69.82499999999999,66.9525
67.365,68.07000000000001,68.9625,66.0
69.0,68.7075,69.0,67.56
68.69999999999999,71.67,72.615,68.69999999999999
71.67,70.88250000000001,71.99249999999999,69.75
70.875,72.67500000000001,72.9975,70.4025
72.7125,72.015,73.10249999999999,72.0
72.015,70.59,72.75,69.75
70.80000000000001,74.82000000000001,75.435,70.5
73.94999999999999,75.9,76.875,73.8375
76.11749999999999,80.99249999999999,80.99249999999999,75.35249999999999
80.9625,79.5675,83.505,77.91
79.6575,78.0,81.0,77.25750000000001
78.645,78.375,81.0,75.9075
78.375,78.0,79.33500000000001,76.5
78.7125,78.855,79.4625,77.64
78.84,79.66499999999999,80.8275,78.75
80.03999999999999,80.0625,80.535,79.17
80.0625,80.0625,80.0625,80.0625
80.0625,77.25,80.0625,75.94500000000001
77.3025,77.1,79.3125,76.455
77.1,77.25,77.92500000000001,76.8075
77.25,78.75,78.8925,77.0625
78.75,79.98,81.0,77.625
80.24249999999999,81.75,82.01249999999999,78.48750000000001
82.17,84.42,86.25,81.0
84.42,82.49249999999999,84.9375,81.75
82.5,81.74249999999999,84.225,81.39
81.74249999999999,85.125,85.3125,81.16499999999999
84.5625,85.125,86.0175,84.0
85.035,89.25,92.295,83.8275
89.25,90.9,92.25750000000001,88.13250000000001
90.9075,92.475,93.6825,89.76
92.475,90.86250000000001,92.625,90.44999999999999
91.5,88.875,91.5,88.83
88.88250000000001,90.0375,91.0425,88.515
89.69999999999999,91.5825,92.24249999999999,89.3775
91.5825,90.045,92.0625,89.9475
90.0525,94.875,95.42999999999999,90.0525
94.86,91.965,95.49,91.965
91.965,91.7925,92.775,91.6575
91.76249999999999,100.1175,101.8125,90.74249999999999
99.8175,101.51249999999999,105.66749999999999,99.53999999999999
101.35499999999999,103.755,109.3575,101.1075
103.9725,101.88749999999999,109.875,101.16749999999999
101.70750000000001,102.57750000000001,103.755,99.75
102.39750000000001,95.05499999999999,108.375,92.7075
95.07000000000001,94.8225,98.58,91.3725
94.86749999999999,89.36250000000001,95.505,89.36250000000001
89.1675,93.11250000000001,94.455,88.845
93.0975,91.245,93.53999999999999,90.36749999999999
91.395,95.3325,96.795,89.8125
95.4525,94.4325,97.305,94.42500000000001
94.4175,101.4375,103.3725,92.4525
101.66250000000001,99.8475,102.06,98.8575
99.6225,101.23499999999999,103.185,99.20250000000001
101.2575,96.91499999999999,101.88749999999999,96.6525
97.05000000000001,97.7775,98.58,96.195
98.14500000000001,98.78999999999999,99.53999999999999,97.32750000000001
98.6925,98.745,99.57,93.6675
98.7825,98.60249999999999,99.89999999999999,97.905
98.5275,97.23750000000001,98.82750000000001,96.33749999999999
97.27499999999999,95.28,101.715,95.01
95.2125,95.5725,96.45750000000001,94.67999999999999
95.9025,96.84,100.455,94.9425
96.73499999999999,94.4625,99.53999999999999,94.245
94.5375,95.4375,95.595,94.0425
95.535,96.16499999999999,97.2675,95.4975
96.1575,96.285,101.1975,95.49
96.705,100.33500000000001,101.055,96.3675
100.32750000000001,101.08500000000001,101.7225,99.42
101.17500000000001,103.005,105.45750000000001,101.0325
102.86250000000001,99.75,103.76249999999999,97.70250000000001
99.51,99.135,100.9725,98.66250000000001
99.03750000000001,85.5975,100.1925,76.6875
85.8375,92.7225,92.7225,83.865
92.5575,96.7575,97.5675,92.5575
96.4725,96.41250000000001,97.83,96.02250000000001
96.27000000000001,96.75,97.245,94.61250000000001
97.0725,95.205,97.70250000000001,94.77
95.05499999999999,94.5,95.60249999999999,93.5325
94.38749999999999,98.0175,98.8125,94.185
98.0025,97.9425,98.625,96.945
98.0625,98.17500000000001,98.8575,97.22999999999999
98.17500000000001,101.3925,101.745,97.92
101.3925,103.5975,103.995,100.91250000000001
104.45250000000001,105.39000000000001,108.09,104.17500000000001
105.57750000000001,108.93,109.04249999999999,104.3475
109.23750000000001,106.91250000000001,114.17249999999999,106.8225
106.8075,109.6875,110.565,106.8075
109.7775,116.97,116.97,109.1775
116.9325,129.315,133.10999999999999,116.77499999999999
128.745,130.9575,131.1825,126.71249999999999
131.10000000000002,136.6575,138.615,131.10000000000002
136.9875,145.32,147.20250000000001,136.9875
145.02,160.215,160.215,144.285
160.72500000000002,148.67249999999999,163.065,126.39000000000001
148.26749999999998,140.01749999999998,149.1525,126.375
140.58749999999998,132.99,141.3075,131.8125
132.45,147.32999999999998,147.32999999999998,132.45
147.1575,148.91250000000002,148.965,144.04500000000002
148.91250000000002,153.2925,153.5925,148.91250000000002
153.2925,149.9775,156.87,149.9775
149.8725,153.0,153.885,149.1375
152.925,154.635,154.9875,151.5975
154.35750000000002,154.665,155.82,151.2375
154.4925,161.28750000000002,161.28750000000002,152.9925
160.995,171.825,173.2575,160.45499999999998
171.9075,183.93,187.995,169.665
183.585,196.875,197.25,183.585
196.26,222.3075,228.1275,196.16250000000002
223.38750000000002,253.5825,253.995,222.6975
253.935,254.3325,278.115,239.78249999999997
261.615,244.965,263.025,207.93
244.0575,256.83,263.4525,233.83499999999998
257.295,270.2475,272.1075,257.1
270.7275,305.52750000000003,310.5375,269.85
304.8075,315.15,319.42499999999995,296.3925
314.5575,313.4625,328.4175,297.0825
312.96,330.165,337.695,311.6775
330.71999999999997,369.0825,375.435,330.18
372.435,527.67,527.835,371.205
534.5699999999999,438.4575,604.5825,342.2925
433.485,443.12250000000006,449.73749999999995,336.3375
445.74,541.8225,550.05,432.9675
543.0525,578.58,585.6375,501.09749999999997
578.7750000000001,598.365,633.7275,578.7750000000001
596.7225,580.6875,605.52,542.1525
579.765,599.3325,608.01,565.8225
604.2975,696.075,696.405,600.5999999999999
692.8875,751.47,751.47,668.76
752.535,773.9625000000001,808.17,721.6274999999999
781.5074999999999,848.9775,860.2275,750.48
847.0274999999999,847.0725,867.105,829.9575
846.69,716.8875,849.81,601.365
0.0044055,0.0044115000000000005,0.0044452499999999995,0.0044055
0.0044062500000000004,0.00420975,0.004485,0.00420975
0.00422775,0.00351,0.00424575,0.00347175
0.0035017499999999997,0.0033127499999999997,0.0035115000000000003,0.00324975
0.00329775,0.0031904999999999998,0.0033179999999999998,0.00313125
0.0031927500000000003,0.0032182499999999998,0.0032752500000000004,0.00318975
0.0032182499999999998,0.0032355,0.0032745,0.00320925
0.0032355,0.00331125,0.00331575,0.003225
0.0033105,0.00333675,0.0033900000000000007,0.00326925
0.00334725,0.0031837500000000004,0.00334725,0.00312825
0.00320025,0.002841,0.00320025,0.00283875
0.002841,0.002319,0.002853,0.00230025
0.0023115,0.0023505,0.0023715000000000003,0.00215625
0.0023534999999999997,0.00425325,0.004263,0.0023534999999999997
0.00426525,0.00421275,0.00469725,0.004188750000000001
0.0041902499999999995,0.003945,0.00437925,0.00391725
0.004032,0.0045734999999999994,0.004618499999999999,0.00398175
0.0045734999999999994,0.00459825,0.00476175,0.0044625
0.00459825,0.00385725,0.0046035,0.00385725
0.0038842499999999997,0.00385425,0.0039239999999999995,0.00368925
0.00385425,0.0041595,0.00420225,0.0038445
0.0041445,0.0045780000000000005,0.004611,0.00413925
0.0045780000000000005,0.00481275,0.004880249999999999,0.00454875
0.004851,0.0048389999999999996,0.005202,0.004779749999999999
0.0048382500000000005,0.004684499999999999,0.004847249999999999,0.0045495
0.004684499999999999,0.00432225,0.004684499999999999,0.004317
0.00432,0.0044475,0.004698000000000001,0.0042075
0.0044347499999999995,0.004224,0.004560750000000001,0.004182
0.00421725,0.0043402499999999995,0.004404,0.0041805
0.004349250000000001,0.004146,0.00458625,0.00413025
0.0041385,0.0042525,0.00426975,0.00405375
0.0042450000000000005,0.004271250000000001,0.004706999999999999,0.00413025
0.004272,0.00428625,0.00449325,0.004105500000000001
0.00428775,0.0043995,0.00461325,0.00422025
0.0043897499999999996,0.00462975,0.0047025,0.004374
0.0046289999999999994,0.00463725,0.0047279999999999996,0.00459
0.00464475,0.0047025,0.004914,0.00455925
0.0047085,0.004356,0.004749,0.00435525
0.00435525,0.00470475,0.00479475,0.0042734999999999995
0.00471525,0.00476175,0.0048315,0.004506
0.0047505,0.00488475,0.00504,0.004737
0.004886250000000001,0.0047550000000000005,0.0049125,0.004716
0.00476175,0.004854,0.004887,0.00476175
0.004872,0.005292000000000001,0.00531,0.004683
0.0053145,0.00720975,0.0072435,0.0052935
0.00721275,0.0080865,0.008153249999999999,0.007196250000000001
0.0080805,0.0082185,0.008363250000000001,0.0080805
0.008221500000000001,0.0075847499999999995,0.008356500000000001,0.007563
0.0075795,0.007275,0.00759225,0.007232250000000001
0.0073005,0.007804500000000001,0.007914,0.00726675
0.007796249999999999,0.007506,0.008023500000000001,0.00749625
0.007512,0.007836000000000001,0.00785025,0.00750675
0.00784425,0.00782475,0.008046,0.00782475
0.007824,0.00878475,0.0090705,0.007824
0.008823750000000002,0.0109245,0.01100625,0.008823750000000002
0.0112245,0.01037625,0.0112245,0.01033575
0.01038525,0.009651,0.010690499999999999,0.009642
0.0096375,0.008199,0.0096375,0.007907250000000001
0.008179500000000001,0.007896750000000001,0.00933525,0.00788775
0.007888500000000001,0.005896500000000001,0.007888500000000001,0.0053595
0.00583425,0.006834,0.006834,0.00578025
0.0066914999999999995,0.00740475,0.007509749999999999,0.0066914999999999995
0.007257,0.007116,0.0073124999999999996,0.00684
0.0071055,0.007364249999999999,0.00794925,0.0071055
0.00725175,0.00693,0.00725175,0.00689775
0.00691875,0.007088250000000001,0.007311749999999999,0.0068355
0.00707925,0.00724725,0.007310250000000001,0.00704325
0.0072465,0.0073957499999999995,0.007586250000000001,0.007216500000000001
0.007413,0.006727500000000001,0.007419750000000001,0.006687749999999999
0.006684,0.007036499999999999,0.007056,0.00636375
0.007036499999999999,0.006309,0.0070574999999999995,0.006138
0.00636375,0.00636675,0.0065699999999999995,0.006300750000000001
0.006378000000000001,0.00603825,0.006378000000000001,0.00595125
0.006051000000000001,0.00547875,0.006098250000000001,0.0053827499999999995
0.005473500000000001,0.006257250000000001,0.006311250000000001,0.00546525
0.0062625,0.0059565,0.006323999999999999,0.005734499999999999
0.005955,0.005438999999999999,0.006018,0.00508425
0.005415,0.005025,0.0056775,0.00493725
0.00503025,0.0049755,0.005198999999999999,0.0049605
0.0049875,0.00513375,0.0052155000000000005,0.00489525
0.0051217500000000004,0.00590475,0.00590475,0.005096999999999999
0.0059295,0.006447,0.006609749999999999,0.004875750000000001
0.006427499999999999,0.005145,0.006559499999999999,0.0048795
0.005166,0.004548,0.005166,0.0044925
0.00453,0.0051315,0.0051315,0.00453
0.005125500000000001,0.0044565,0.005125500000000001,0.0044565
0.0044565,0.0044985,0.0045000000000000005,0.00435825
0.004510500000000001,0.0043905,0.00465675,0.00434775
0.0043897499999999996,0.00455475,0.00456975,0.00436725
0.0045562499999999995,0.00476475,0.004767,0.0045179999999999994
0.0047595,0.0051105,0.005136749999999999,0.00466425
0.0051052499999999995,0.00537,0.00553725,0.00507225
0.0053602499999999996,0.00525825,0.0055875000000000005,0.005181
0.0052605,0.0053625,0.00547875,0.004854
0.00535275,0.005832,0.005873999999999999,0.00535275
0.005813250000000001,0.00670425,0.006784500000000001,0.00581175
0.00673725,0.0080415,0.008082,0.0067237500000000006
0.00800925,0.006489750000000001,0.00834675,0.0063022500000000006
0.006644250000000001,0.006456750000000001,0.00668025,0.005288999999999999
0.006446250000000001,0.006510749999999999,0.0069765,0.006178499999999999
0.00652275,0.00716775,0.007176,0.00650625
0.0071835,0.0081345,0.0087495,0.007173
0.008115,0.0072345,0.00839325,0.006978749999999999
0.007221,0.007263749999999999,0.007586250000000001,0.00691575
0.00725175,0.007605,0.00782175,0.0072225
0.0076177499999999995,0.00765675,0.008002500000000001,0.0074849999999999995
0.007725750000000001,0.008188500000000001,0.00878925,0.006776249999999999
0.0079515,0.00541875,0.00891075,0.00417075
0.0053505,0.00560025,0.00566025,0.0042645
0.00563325,0.0074512499999999995,0.007560000000000001,0.0054719999999999994
0.0074684999999999994,0.00728775,0.0074849999999999995,0.006447
0.007166249999999999,0.007348500000000001,0.007910249999999999,0.007166249999999999
0.00732975,0.008751000000000002,0.008859,0.006798
0.0088065,0.013656000000000001,0.013832999999999998,0.0088065
0.0141435,0.02243475,0.022796249999999997,0.014069250000000002
0.022493250000000003,0.018071999999999998,0.022493250000000003,0.0167625
0.02090925,0.021735749999999998,0.022583250000000003,0.020878499999999998
0.021948,0.0232395,0.023670749999999997,0.021274500000000002
0.023175,0.028789500000000003,0.028789500000000003,0.0227535
0.02937,0.03862275,0.041271749999999996,0.02937
0.039288000000000003,0.041439,0.045951,0.03910425
0.04156125,0.036504,0.04156125,0.036057
0.036413249999999994,0.044018999999999996,0.0441345,0.036198
0.04407900000000001,0.04136475,0.04608375000000001,0.0366915
0.04125675,0.03165825,0.04125675,0.03165825
0.031656,0.024799500000000002,0.0326925,0.023439749999999995
0.024567,0.027342,0.02765175,0.023695499999999998
0.027270750000000003,0.0291975,0.03111825,0.026776499999999998
0.0291675,0.032838,0.0331305,0.0291675
0.032863500000000004,0.02845275,0.0332565,0.027241500000000002
0.028591500000000002,0.0259875,0.029123999999999997,0.025680750000000002
0.02598675,0.026358749999999997,0.027672750000000003,0.0254415
0.02657325,0.023954999999999997,0.02657325,0.023954999999999997
0.02402925,0.02185275,0.02402925,0.0213105
0.021909,0.01617375,0.021957,0.0156465
0.01604925,0.01373475,0.016209,0.01353225
0.01347825,0.011889,0.01392825,0.009243749999999998
0.01183725,0.01580475,0.0161595,0.01148475
0.015855750000000002,0.01563825,0.01745925,0.014889000000000001
0.015734249999999998,0.016263,0.016929,0.01522875
0.016178249999999998,0.016287,0.01787925,0.01571925
0.016178249999999998,0.0177765,0.01797375,0.01611375
0.0177735,0.016931250000000002,0.018092999999999998,0.01672875
0.01695,0.016531499999999998,0.01695,0.0160755
0.016572749999999997,0.01828875,0.01866825,0.016572749999999997
0.01832025,0.020307,0.02034225,0.01764525
0.020665500000000003,0.02047725,0.0210795,0.019971750000000003
0.02048325,0.0204135,0.020651250000000003,0.01997025
0.020291250000000004,0.020595000000000002,0.0208125,0.02023875
0.02075625,0.020497500000000002,0.0208035,0.020266500000000003
0.020523749999999997,0.020208,0.0208575,0.020111249999999997
0.0202605,0.021544499999999998,0.022072500000000002,0.01982925
0.02159175,0.02072025,0.0217635,0.02049
0.02083575,0.02109675,0.02127825,0.0200955
0.021073500000000002,0.018921749999999998,0.022250250000000003,0.0186675
0.018973499999999997,0.019275,0.02053875,0.018207
0.019349250000000002,0.0172395,0.019806749999999998,0.0172395
0.017118750000000002,0.01742025,0.01854225,0.01669275
0.017247,0.016776,0.017532,0.01589625
0.01677525,0.01712775,0.017177249999999998,0.016308
0.01704075,0.01801425,0.01817475,0.016931250000000002
0.0181215,0.016533,0.018297,0.016533
0.01647075,0.016248,0.016493999999999998,0.01549275
0.016293000000000002,0.0158895,0.0165,0.015774
0.015886499999999998,0.01666575,0.0167955,0.015841499999999998
0.016653750000000002,0.015768,0.01675725,0.015768
0.0157425,0.0153975,0.015861,0.015073499999999998
0.01541925,0.0159585,0.0160305,0.01541925
0.0159855,0.01565625,0.016065,0.01524975
3.2249999999999996,3.2624999999999997,3.3000000000000003,3.135
3.2775,3.285,3.4275,3.1725000000000003
3.3000000000000003,3.2249999999999996,3.4275,3.1275
3.2175000000000002,2.8499999999999996,3.2700000000000005,2.64
2.835,2.5275,3.0300000000000002,2.2575
2.5425,2.2800000000000002,2.5875000000000004,1.7999999999999998
2.2725,2.61,2.73,2.175
2.6175,2.6925,2.7675,2.5125
2.6925,2.5275,2.835,2.34
2.5275,2.4975,2.5575,2.205
2.46,2.5575,2.6175,2.46
2.55,2.565,2.58,2.4675000000000002
2.5575,2.58,2.7225,2.5275
2.5949999999999998,2.5125,2.61,2.4749999999999996
2.52,2.4525,2.565,2.415
2.445,2.46,2.5275,2.4000000000000004
2.46,2.1149999999999998,2.4975,2.085
2.1149999999999998,2.205,2.2800000000000002,1.98
2.1975000000000002,2.19,2.2275,2.0175
2.1675,2.3925,2.505,2.1525
2.4000000000000004,2.4675000000000002,2.52,2.3475
2.4749999999999996,2.4749999999999996,2.5575,2.3925
2.4825,2.3850000000000002,2.4899999999999998,2.3625
2.3925,2.3175,2.415,2.2800000000000002
2.3175,2.34,2.355,2.2725
2.34,2.3850000000000002,2.3925,2.3175
2.3775,2.3850000000000002,2.3925,2.2800000000000002
2.3925,2.34,2.4000000000000004,2.2874999999999996
2.34,2.4375,2.4975,2.3175
2.4225,2.325,2.445,2.265
2.325,2.3175,2.3475,2.265
2.3175,2.325,2.34,2.265
2.31,2.2275,2.3175,2.16
2.2275,2.2199999999999998,2.2425,2.0175
2.205,2.1225,2.2275,2.0999999999999996
2.1225,2.0475,2.145,1.92
2.0475,2.0475,2.0625,1.9575
2.0250000000000004,2.1525,2.175,2.0250000000000004
2.1525,2.145,2.2425,2.1075
2.16,2.0625,2.1825,2.055
2.085,1.9500000000000002,2.0925000000000002,1.8824999999999998
1.9500000000000002,1.92,1.995,1.905
1.9124999999999999,1.785,1.9425,1.5524999999999998
1.785,1.8675000000000002,1.935,1.6949999999999998
1.8675000000000002,1.7999999999999998,1.875,1.6350000000000002
1.8075,1.785,1.8375000000000001,1.7325
1.7999999999999998,1.7025000000000001,1.8675000000000002,1.6724999999999999
1.7025000000000001,1.5975,1.7175,1.5675
1.605,1.5825,1.6575,1.5374999999999999
1.5675,1.5975,1.6124999999999998,1.5150000000000001
1.605,1.71,1.7175,1.5675
1.71,1.7325,1.7775,1.6425
1.7249999999999999,1.7249999999999999,1.755,1.6875
1.7249999999999999,1.7175,1.7999999999999998,1.7025000000000001
1.7475,2.1525,2.1525,1.7025000000000001
2.145,2.19,2.685,1.995
2.175,2.34,2.505,2.175
2.3475,2.1525,2.3625,2.0324999999999998
2.1375,2.1149999999999998,2.1825,2.0775
2.1075,2.145,2.2125000000000004,2.0625
2.16,2.265,2.2725,2.13
2.2800000000000002,2.0625,2.2800000000000002,2.0025
2.07,2.0925000000000002,2.1975000000000002,2.0250000000000004
2.0925000000000002,2.235,2.25,2.0775
2.2575,2.2125000000000004,2.4749999999999996,2.16
2.2125000000000004,2.1225,2.2725,2.1075
2.1375,1.965,2.2725,1.9575
2.0100000000000002,2.0475,2.085,1.8675000000000002
2.0324999999999998,1.8225000000000002,2.04,1.7475
1.815,1.8900000000000001,1.965,1.7775
1.845,1.995,1.995,1.785
2.0324999999999998,1.9575,2.055,1.8675000000000002
1.935,1.9575,1.9874999999999998,1.8599999999999999
1.9575,2.1075,2.1075,1.935
2.13,2.0475,2.1525,1.98
2.04,2.0925000000000002,2.1825,2.0250000000000004
2.1075,2.175,2.1825,2.0025
2.1975000000000002,2.1825,2.2275,2.085
2.1525,2.235,2.295,2.1375
2.25,2.325,2.3850000000000002,2.2125000000000004
2.31,2.3625,2.3775,2.295
2.3625,2.1675,2.3625,2.07
2.16,2.2199999999999998,2.2874999999999996,2.0999999999999996
2.2199999999999998,2.145,2.2575,2.145
2.1525,2.19,2.2125000000000004,2.1075
2.2125000000000004,2.1675,2.2125000000000004,2.145
2.1675,2.2425,2.2575,2.16
2.2425,2.205,2.2425,2.16
2.2125000000000004,2.2275,2.265,2.19
2.235,2.175,2.2425,2.1225
2.175,2.16,2.205,2.13
2.16,2.235,2.2725,2.13
2.205,2.2199999999999998,2.2800000000000002,2.205
2.2275,2.2425,2.25,2.16
2.25,2.1525,2.2725,2.13
2.1525,2.1825,2.2575,2.1375
2.205,2.13,2.2275,2.1149999999999998
2.13,2.2199999999999998,2.34,2.1075
2.2575,2.2575,2.2874999999999996,2.205
2.25,2.1225,2.2725,2.1149999999999998
2.13,2.1149999999999998,2.175,2.0925000000000002
2.1149999999999998,2.07,2.1149999999999998,2.0250000000000004
2.0625,2.0250000000000004,2.1075,2.0025
2.0324999999999998,2.0100000000000002,2.07,1.995
2.0175,1.92,2.0324999999999998,1.92
1.9124999999999999,2.0175,2.04,1.8975
2.0175,1.9874999999999998,2.04,1.935
1.995,2.055,2.07,1.965
